Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18,Load_MW_z19,Load_MW_z20,Load_MW_z21,Load_MW_z22,Load_MW_z23,Load_MW_z24,Load_MW_z25,Load_MW_z26
,,,,,,,,4132,13004,12667,19582,25821,14461,22513,12656,20451,24517,17888,10646,9568,16321,13695,39513,37301,9402,9366,5385,13894,24840,24812,26347,19663,48917,2320
,,,,,,,,4133,12424,11937,18447,25744,13792,21793,12545,19608,24171,17359,10134,9204,15553,13031,37401,35804,9142,8949,5295,13375,24413,23802,25586,18288,46880,2206
,,,,,,,,4134,11981,11182,17276,25550,13316,21413,12526,19068,24530,17045,9851,8994,15147,12629,35823,35114,8930,8860,5302,13258,24481,23023,25067,17146,46274,2159
,,,,,,,,4135,11589,10702,16523,24686,12783,20845,12680,18481,25000,16840,9590,8819,14556,11899,34215,34083,8827,8554,5271,13080,23748,22131,24009,16315,45646,2111
,,,,,,,,4136,11466,10300,15891,24340,13517,20656,12787,17725,25415,16685,9614,8913,14782,12040,34322,34651,8857,8325,5344,12653,24190,22064,23808,15427,43789,2014
,,,,,,,,4137,11072,10032,15466,25777,14806,21002,13125,17719,26182,17036,9743,9093,15144,12477,35098,36098,8641,8260,5451,12716,25777,22709,24822,14930,43890,2009
,,,,,,,,4138,10826,9814,15130,27612,16000,21732,13604,18671,27334,17358,10015,9399,15585,13326,36570,38066,8693,8504,5663,13215,27800,24167,26784,14533,45757,2086
,,,,,,,,4139,11001,10115,15595,29020,16754,22408,13876,19972,28519,18218,10345,9674,15814,13947,37670,39722,9020,8829,5955,13928,29129,25618,28717,14737,48532,2209
,,,,,,,,4140,11344,10612,16360,32462,18097,23428,14501,20660,29315,19241,11211,10372,15952,15357,41384,42916,9380,9111,6196,14288,32107,27283,31179,15103,50516,2304
,,,,,,,,4141,11738,11144,17176,35190,18914,24616,15199,22482,30637,20195,11942,10903,16255,16192,44038,44990,9651,9789,6552,15149,33485,28985,33603,15497,54886,2524
,,,,,,,,4142,12110,11630,17926,35924,19300,25335,15570,24072,31425,21034,12426,11218,16539,16790,46219,46430,10105,10283,6782,15874,34052,30065,34927,16672,58451,2703
,,,,,,,,4143,12799,12386,19101,36048,19270,25475,15607,24395,31516,23005,12752,11434,16723,17062,47283,46917,10436,10471,6843,16184,34023,30441,35486,17852,60671,2815
,,,,,,,,4144,13370,12701,19589,36412,19541,25649,15695,24704,31419,23386,13261,11765,16821,17412,49168,47689,10640,10620,6843,16468,34475,30933,36175,18619,62017,2884
,,,,,,,,4145,13785,12883,19870,35797,19613,25854,15251,25343,31094,23229,13479,11887,17270,17466,49616,47766,10795,10882,6883,16830,34210,31318,36516,19249,63818,2987
,,,,,,,,4146,14028,12944,19964,35137,19631,25609,14892,25293,30641,22669,13752,12000,17506,17296,49863,47340,11130,10878,6894,16901,33302,31117,36150,20221,63887,3004
,,,,,,,,4147,14325,13135,20266,35503,19679,25543,14943,24990,29797,22751,13855,12041,17440,17596,51129,47884,11436,10723,6797,16805,33081,30877,35818,20451,63169,2987
,,,,,,,,4148,14328,13275,20491,35981,19985,25619,14999,24940,28947,22818,14122,12238,17472,17950,52444,48654,11708,10609,6672,16711,33703,31224,36056,20404,63320,3005
,,,,,,,,4149,14436,13153,20320,35640,20414,26084,15233,25436,28616,22692,14588,12598,17608,18375,54123,49599,11646,10551,6613,16781,33747,32257,37069,21338,63857,3039
,,,,,,,,4150,15065,13126,20289,34777,20750,26717,15351,25865,28781,22344,15231,13130,17879,18933,55930,50842,11803,10767,6665,17082,32958,32635,36902,22318,64782,3092
,,,,,,,,4151,15670,13359,20658,34001,20662,26419,14667,25708,27715,22283,14994,12925,18006,18648,55282,50000,12272,10576,6542,16793,32140,32058,35794,23540,63396,3036
,,,,,,,,4152,16257,14060,21751,32713,19016,25363,13384,25199,26127,22528,14141,12233,17365,17552,52176,46837,12551,10147,6270,16192,30595,31118,34071,24161,61175,2944
,,,,,,,,4153,16415,14411,22301,31579,17192,24071,12894,23860,24604,22113,13586,11840,16145,16372,48713,43814,12250,9609,5985,15250,29185,29524,31830,24291,57272,2755
,,,,,,,,4154,15959,13979,21633,30093,15871,22887,12262,22653,23253,21332,12784,11232,15213,15530,45865,41316,11722,9017,5641,14400,27640,28072,30282,22910,53944,2586
,,,,,,,,4155,14927,13019,20139,28343,15013,21882,11580,21994,22362,19924,12062,10687,14499,14772,43546,39046,10917,8619,5429,13943,26278,26636,28410,21478,51797,2474
,,,,,,,,4156,14005,12108,18717,27281,14553,20865,11193,20947,21621,18495,11479,10259,13650,14067,41364,37149,10548,8182,5257,13351,25485,25211,26965,20396,48978,2325
,,,,,,,,4157,13259,11436,17672,26810,13973,20172,11172,20078,21476,17797,10972,9895,12884,13506,39538,35727,10172,7882,5175,12949,24915,24169,26170,19051,47079,2218
,,,,,,,,4158,12578,10886,16817,25938,13450,19488,10778,19544,21830,17395,10174,9325,12435,13037,37902,34400,9808,7795,5176,12813,24540,23359,25506,17851,46196,2158
,,,,,,,,4159,12122,10384,16032,24968,12957,18918,11040,18798,22893,17099,9789,9038,11871,12132,35869,33048,9551,7757,5267,12646,23696,22324,24454,16913,45158,2091
,,,,,,,,4160,11888,10068,15533,24690,13613,18918,11334,17930,23615,16853,9641,8972,12100,12195,35307,33305,9390,7827,5347,12378,24163,22089,24138,15943,43456,2000
,,,,,,,,4161,11459,9709,14970,26063,14817,19452,11899,17932,24613,17155,9835,9212,12885,12469,35889,34434,9066,7986,5493,12630,25677,22709,25232,15413,44173,2023
,,,,,,,,4162,11119,9442,14557,27737,15984,20404,12413,18854,25919,17399,10203,9609,13765,13158,36803,35905,9044,8425,5730,13389,27485,24071,27234,15040,46283,2111
,,,,,,,,4163,11338,9867,15214,29036,16766,21255,12763,20183,27153,18417,10342,9731,14290,13581,37434,37260,9266,8864,6039,14360,28682,25429,29009,15087,49551,2255
,,,,,,,,4164,11636,10483,16162,31962,18082,22414,13276,20942,27861,19516,11077,10297,15004,14930,40951,40172,9701,9175,6271,14946,31500,27084,31476,15389,51572,2351
,,,,,,,,4165,11792,10989,16939,34250,18965,23863,13830,22877,29127,20562,11730,10775,15681,15735,43090,42026,9933,9862,6639,16055,32838,28799,33863,15720,56082,2577
,,,,,,,,4166,12082,11425,17611,34501,19433,24728,13975,24294,29841,21358,11959,10902,16323,16157,44456,43078,10470,10451,6871,16950,32904,29799,35328,16836,59782,2764
,,,,,,,,4167,12670,12190,18799,34088,19374,25058,14100,24981,29991,23439,11835,10705,16546,16323,44751,43396,10897,10716,6916,17410,32084,30065,35978,18046,62114,2883
,,,,,,,,4168,13149,12320,19004,34007,19493,25277,14239,25353,29990,23691,11937,10656,16858,16473,45793,43982,11211,10872,6854,17713,31958,30489,36666,18803,63308,2945
,,,,,,,,4169,13407,12338,19032,33404,19189,25629,14120,26116,29980,23232,11957,10568,17255,16068,45572,44081,11538,11179,6893,18165,31407,30870,36999,19357,65405,3063
,,,,,,,,4170,13532,12279,18939,32856,18610,25482,13771,26135,29646,22461,11910,10401,17243,15611,44826,43518,11647,11156,6868,18174,30303,30620,36490,20194,65878,3099
,,,,,,,,4171,13731,12391,19119,32898,18115,25113,13309,25691,28733,22395,11886,10306,16974,15750,44580,43348,11817,10963,6757,17942,29776,30248,36251,20336,65241,3088
,,,,,,,,4172,13719,12474,19256,32990,17814,24735,12966,25574,27752,22190,11954,10354,16679,15879,44847,43312,12059,10756,6607,17878,30309,30392,36333,20173,65554,3116
,,,,,,,,4173,13985,12404,19164,32558,17734,24804,13095,25831,27451,21982,12144,10517,16470,16017,45552,43332,12254,10673,6582,17928,30284,31172,37294,20994,66126,3154
,,,,,,,,4174,14332,12322,19048,31810,18040,25184,13290,26293,27609,21601,12504,10831,16645,16121,46634,43953,12632,10859,6722,18156,29734,31519,37271,21931,67394,3224
,,,,,,,,4175,14793,12564,19428,31107,17852,24937,12686,26159,26649,21480,12448,10780,16830,15833,45975,43124,12963,10722,6686,17923,28966,31122,36608,23269,66390,3187
,,,,,,,,4176,15246,13308,20586,29876,16485,24051,11829,25772,25230,21672,11666,10166,16187,14735,42476,40498,13242,10376,6513,17402,27620,30190,34980,23988,64652,3117
,,,,,,,,4177,15434,13779,21322,28783,14965,22451,10915,24440,23788,21343,11126,9638,15072,13465,39040,36824,13165,9789,6235,16309,25583,28301,32452,24151,60731,2925
,,,,,,,,4178,15078,13519,20920,27589,14080,20856,10287,22614,22063,20673,10618,9300,13821,12885,37288,34831,12390,8833,5796,14928,24462,26651,30579,22784,55522,2669
,,,,,,,,4179,14151,12738,19698,26161,13289,19694,9735,21775,21250,19610,10107,8893,13020,12098,35116,32622,11461,8393,5573,14323,23027,25093,28674,21184,52590,2518
,,,,,,,,4180,13072,11791,18180,25008,12836,18617,9437,20563,20455,17907,9643,8539,12123,11561,33236,30959,11004,7929,5312,13545,22008,23620,26968,19855,49229,2345
,,,,,,,,4181,12479,11230,17306,24345,12417,17776,9284,19659,20020,17333,9246,8262,11491,11156,31768,29682,10467,7537,5138,12941,21118,22427,25783,18345,46633,2206
,,,,,,,,4182,11814,10547,16240,23357,11944,17197,9212,18957,19807,16716,8518,7697,11051,10648,29722,28515,9982,7344,5003,12592,21104,21489,24739,17020,44848,2105
,,,,,,,,4183,11388,10051,15465,22853,11253,16679,9287,18344,20221,16216,7898,7195,10775,9837,27168,26849,9591,7398,4947,12252,21062,20433,23614,16016,43668,2043
,,,,,,,,4184,10843,9698,14910,22438,10919,16336,9412,17426,20694,15798,7736,7041,10651,9563,26359,26130,9513,7237,4847,11874,20941,19879,23062,14979,41618,1934
,,,,,,,,4185,10591,9429,14488,23092,11323,16503,9751,17199,21134,15705,7918,7227,10880,10022,27167,27190,9120,7123,4744,11968,21827,20094,23491,14530,41809,1934
,,,,,,,,4186,10065,8934,13725,23858,11786,17025,10078,17766,21920,15657,7979,7291,11381,10376,27595,28190,8767,7282,4773,12495,22325,20763,24329,13999,43395,1997
,,,,,,,,4187,10021,8946,13744,24909,12574,17559,10372,18489,22360,16668,8209,7492,11959,10983,28576,29776,8770,7439,4767,13138,23414,21790,25446,13958,45076,2065
,,,,,,,,4188,10153,9259,14226,26975,13571,18503,10722,19160,23081,17747,8677,7869,12685,11887,30455,31850,8913,7699,4925,13698,25593,23196,27544,13980,46735,2141
,,,,,,,,4189,10250,9508,14611,29686,14630,19964,11304,20841,23914,18411,9255,8288,13559,12992,32996,34572,9247,8230,5202,14766,28328,25499,30374,14013,50437,2323
,,,,,,,,4190,10539,9983,15344,31133,14944,21365,11565,22724,24963,19216,9469,8422,14359,13473,34053,36035,9785,9005,5645,15852,29573,27406,32456,15109,54633,2541
,,,,,,,,4191,11186,10532,16197,32077,15402,22260,11870,23853,25281,20614,9826,8660,14738,14151,35956,37604,10402,9549,5878,16511,31027,28820,34235,16298,57508,2697
,,,,,,,,4192,11845,10851,16696,32935,15548,23082,12174,24944,25987,21214,10134,8872,15080,14725,37300,38634,10828,10140,6137,17205,31771,29867,35619,17574,60640,2866
,,,,,,,,4193,12363,10932,16826,32358,15499,23500,12264,25901,26297,21526,10240,8926,15206,14954,37863,39094,11234,10685,6327,17793,31464,30428,36214,18711,63459,3022
,,,,,,,,4194,12929,11119,17119,31674,15409,23512,12179,26000,26224,21890,10333,8941,15221,14916,38074,39183,11625,10755,6382,17931,30686,30345,35807,20007,64048,3061
,,,,,,,,4195,13265,11231,17294,32169,15300,23424,12094,25820,26000,21786,10548,9077,15106,15329,38832,39573,11878,10721,6341,17840,31069,30310,36068,20225,63913,3072
,,,,,,,,4196,13411,11308,17417,32521,14888,23394,12020,26378,25730,20975,10657,9161,14955,15385,39161,39372,12167,10934,6380,18171,31589,30522,36486,20199,65774,3173
,,,,,,,,4197,13756,11412,17590,32292,14716,23818,12329,26633,25815,20658,10900,9362,15101,15522,39971,39694,12581,11131,6409,18259,31798,31170,37490,21150,66675,3225
,,,,,,,,4198,14102,11691,18030,31449,14598,24373,12357,27299,26368,20561,11166,9599,15401,15473,40608,40078,12861,11621,6558,18680,30636,31293,37336,22206,68309,3309
,,,,,,,,4199,14454,11842,18265,30536,14590,24070,11852,26781,25458,20206,11115,9575,15377,15131,40245,39584,13330,11551,6534,18223,29735,30561,36329,23434,66968,3256
,,,,,,,,4200,14976,12561,19375,29755,14144,23574,11330,26306,24367,20483,10742,9347,15181,14425,38946,38063,13578,11363,6396,17752,28462,29888,34954,23957,65609,3200
,,,,,,,,4201,14995,12824,19784,29308,13409,22634,10699,25289,23613,19968,10146,8918,14671,13638,36759,35823,13366,10900,6216,16928,27681,28638,33583,24084,62289,3030
,,,,,,,,4202,14686,12517,19316,28202,12461,21250,10226,24289,22447,19272,9735,8681,13629,12880,34467,33401,12919,10226,6005,16162,25834,27172,32093,22922,59116,2865
,,,,,,,,4203,14102,12153,18755,27303,11961,20278,9858,23149,21456,18577,9290,8290,12945,12404,32997,32168,12484,9626,5745,15368,24787,25721,30372,21759,55862,2696
,,,,,,,,4204,13425,11612,17911,26344,11460,19405,9513,22200,20888,17941,8761,7875,12259,11649,30820,30415,11925,9202,5576,14638,23502,24176,28541,20910,53069,2553
,,,,,,,,4205,12898,10823,16685,25265,10763,18218,9253,20964,20286,16955,8171,7444,11564,10906,28551,28473,11433,8613,5354,13817,21958,22471,26761,19522,49724,2377
,,,,,,,,4206,12377,10490,16160,23846,10065,17147,9056,19673,19628,17062,7567,6963,10891,10187,26083,26942,10805,8067,5123,12966,20853,20897,24780,18323,46551,2204
,,,,,,,,4207,11761,10010,15410,23214,9365,16477,8810,18291,19617,16541,6763,6316,10555,9407,23893,25226,10227,7755,4951,12119,21157,19793,23293,17178,43260,2031
,,,,,,,,4208,11107,9423,14491,22476,9132,16171,8703,17448,20156,15670,6722,6241,10338,9123,22873,24363,9566,7657,4951,11717,21135,19406,22700,15836,41050,1914
,,,,,,,,4209,10490,8905,13685,22655,9740,16467,8949,17442,20577,15379,6991,6493,10367,9777,23932,25375,9123,7821,4976,11925,22107,19763,23332,15061,41421,1920
,,,,,,,,4210,9953,8419,12936,22738,10511,17038,9211,17985,21576,15446,7166,6652,10639,10354,24779,26608,8749,8089,5157,12492,22670,20378,24051,14417,43130,1989
,,,,,,,,4211,9828,8427,12949,22967,11370,17656,9524,18539,22357,16331,7544,6988,11178,11136,26094,28367,8762,8330,5353,12955,23670,21355,25053,14310,44892,2060
,,,,,,,,4212,9900,8594,13207,24296,12170,18658,10096,19027,23393,17219,8053,7412,11698,12109,28280,30806,8903,8604,5569,13471,25619,22812,26682,14332,46594,2136
,,,,,,,,4213,10016,8935,13733,26761,12991,20415,10819,20844,24599,17828,8610,7825,12601,13143,31175,33878,9319,9404,5942,14663,28094,25299,29288,14437,50743,2335
,,,,,,,,4214,10343,9403,14455,28001,13225,21932,11262,22707,25987,18489,8821,7971,13635,13639,32680,35578,9891,10232,6401,15857,29094,27227,31093,15414,55217,2563
,,,,,,,,4215,11028,9879,15195,28795,13675,23117,11698,23951,26771,19965,9234,8268,14433,14313,34327,37194,10517,10910,6687,16685,30218,28694,32484,16686,58631,2743
,,,,,,,,4216,11814,10252,15777,29565,13962,24190,12157,25045,27834,20666,9397,8373,15040,14707,35675,38444,10913,11523,6999,17530,30618,29758,33621,17959,62009,2924
,,,,,,,,4217,12221,10459,16097,29313,14118,24907,12377,26098,28484,21066,9419,8351,15694,14831,36238,38936,11404,12059,7179,18277,29988,30372,34081,18960,65192,3099
,,,,,,,,4218,12776,10796,16621,29106,14341,25120,12477,26139,28582,21546,9433,8292,16142,14952,36738,39241,11849,12120,7218,18473,29117,30353,33803,20078,65900,3144
,,,,,,,,4219,13139,10984,16913,30065,14446,25298,12649,25979,28419,21536,9426,8226,16305,15204,37148,39976,12037,12126,7194,18422,29440,30384,33906,20134,66042,3169
,,,,,,,,4220,13314,11099,17093,30822,14454,25644,12808,26692,28225,20962,9559,8328,16380,15306,37876,40587,12278,12388,7265,18763,29974,30903,34548,20122,68010,3277
,,,,,,,,4221,13629,11287,17395,30794,14731,26320,13168,27208,28273,20863,10301,8980,16730,15706,39779,41690,12521,12629,7328,18921,30327,31848,35636,21025,69142,3342
,,,,,,,,4222,14198,11461,17671,30255,14917,26951,13276,28052,28760,20862,10865,9479,17102,15770,40851,42210,12782,13129,7514,19398,29195,32170,35487,22184,71088,3442
,,,,,,,,4223,14693,11664,17986,29611,15018,26672,12702,27450,27658,20578,10959,9580,17145,15469,40759,41771,13406,13010,7382,18871,28333,31626,34372,23651,69613,3387
,,,,,,,,4224,15318,12362,19065,29111,14611,26123,12132,26984,26309,20795,10779,9488,16829,15031,39815,40712,13516,12757,7160,18198,27807,31100,33349,24289,67657,3308
,,,,,,,,4225,15454,12563,19379,29293,13975,25505,12037,25948,25461,20231,10112,9156,16155,14305,38244,39666,13264,12225,6994,17339,27630,30307,32651,24526,64271,3137
,,,,,,,,4226,15188,12186,18805,28671,12970,24647,11597,25273,25143,19389,9424,8668,15618,13484,36314,37528,13032,11841,6817,16791,26093,29030,31531,23579,62305,3026
,,,,,,,,4227,14615,11801,18217,28137,12649,23626,11153,23967,23969,18721,8953,8306,14933,13193,35466,36695,12733,11120,6554,15942,25656,27606,30275,22637,59255,2863
,,,,,,,,4228,14047,11343,17539,27881,12197,22759,10843,23186,23456,18207,8442,7916,14364,12549,33533,35076,12236,10594,6401,15339,25129,26299,29085,21913,56959,2739
,,,,,,,,4229,13402,10642,16449,27475,11460,21724,10651,22093,23150,17260,8003,7598,13456,11864,31616,33221,11840,10075,6217,14668,24512,24899,28006,20516,54428,2597
,,,,,,,,4230,12987,10453,16156,26796,10831,20720,10274,21052,23027,17444,7732,7439,12765,11566,30328,31822,11299,9724,6076,14234,24011,23409,26710,19401,52296,2468
,,,,,,,,4231,12473,10026,15486,25355,10566,19876,10506,19874,23367,17250,7450,7239,11920,11038,29109,30974,10809,9263,6007,13707,23271,22217,25312,18408,49958,2326
,,,,,,,,4232,11899,9501,14662,24311,11502,19846,10970,18943,24086,16819,7731,7536,12281,11177,29291,31654,10144,9204,6018,13389,23496,22089,24822,17222,47841,2213
,,,,,,,,4233,11328,9245,14256,25328,12926,20446,11540,19100,25011,17045,8095,7896,12839,11840,30338,33357,9769,9434,6016,13765,24930,22882,25555,16410,48327,2220
,,,,,,,,4234,11083,9058,13968,26952,13946,21277,12014,19940,26232,17421,8540,8338,13509,12619,31290,35130,9755,9819,6125,14605,26565,24317,27159,16031,50886,2326
,,,,,,,,4235,11221,9704,14964,27720,14438,22136,12348,21256,27380,18561,8694,8458,14015,13245,31989,36592,9962,10336,6251,15669,27786,25819,28645,15842,54325,2475
,,,,,,,,4236,11465,10366,15984,30488,15228,23171,12624,21995,28096,19683,9103,8725,14540,14368,34195,38965,10311,10680,6428,16324,30519,27682,30912,15944,56519,2575
,,,,,,,,4237,11597,11090,17098,32978,15525,24622,12896,24354,29303,20855,9325,8876,15005,15004,35987,40470,10685,11640,6846,17814,32196,29702,33504,16247,61829,2837
,,,,,,,,4238,12047,11628,17927,33579,15199,25347,12889,25759,30003,21716,9265,8801,15385,15476,36487,40961,11362,12284,7169,18791,32889,30767,34853,17384,65512,3024
,,,,,,,,4239,12767,12433,19177,33452,14776,25573,12801,26711,30216,23959,9022,8581,15477,15597,36232,40692,11899,12713,7322,19335,33178,31283,35703,18484,67790,3142
,,,,,,,,4240,13387,12443,19194,33654,14656,25681,12713,27240,30110,23748,9101,8577,15505,15474,36901,40860,12116,12898,7325,19671,33705,31831,36553,19386,68701,3199
,,,,,,,,4241,13586,12383,19100,33282,14649,25956,12628,28130,30165,23228,9195,8582,15726,15498,37124,40912,12334,13202,7398,20002,33532,32448,37053,19873,70569,3313
,,,,,,,,4242,13847,12268,18920,33077,14618,25741,12506,28044,30007,22456,9151,8430,15736,15123,36914,40437,12684,13054,7354,20008,32791,32287,36890,20597,70188,3313
,,,,,,,,4243,14144,12345,19046,33803,14601,25367,12389,27714,29482,22459,9131,8345,15453,14939,36469,39759,12999,12836,7304,19720,32555,31940,36904,20731,69584,3306
,,,,,,,,4244,14218,12367,19088,34570,14744,25273,12394,28255,28678,22316,9318,8500,15134,15009,36635,39706,13229,12910,7310,19987,33293,32271,37546,20842,70828,3381
,,,,,,,,4245,14460,12299,19000,34624,14949,25436,12587,28967,28385,22210,9685,8803,15049,14991,37486,39793,13589,13062,7379,20313,33243,33197,38771,21756,72655,3485
,,,,,,,,4246,14930,12327,19053,34346,15317,25919,12658,29879,28388,21988,10117,9168,15277,15191,38966,40591,13970,13401,7559,20865,32293,33461,38963,23056,75145,3617
,,,,,,,,4247,15568,12576,19444,33863,15211,25555,11984,29786,27176,21965,9902,8980,15339,14688,38300,39714,14474,13322,7522,20798,31264,32899,38159,24392,75311,3643
,,,,,,,,4248,16141,13360,20664,32806,14015,24618,11265,29423,25583,22153,9201,8399,14684,13671,35984,37193,14922,12958,7319,20275,29657,31893,36436,25272,73977,3601
,,,,,,,,4249,16266,13839,21413,31689,12879,23345,10588,27862,23919,21735,8687,8038,13610,13369,34396,35533,14613,12084,6919,19015,28636,30219,34352,25438,69473,3382
,,,,,,,,4250,15838,13395,20728,30561,11869,22255,10098,26319,22517,20902,7915,7415,12911,12589,32280,33387,13685,11397,6561,17944,27224,28807,32679,24235,65277,3165
,,,,,,,,4251,14861,12477,19299,29246,11117,21183,9735,25242,21553,19681,7326,6943,12294,11811,30294,31504,12882,10752,6283,17078,25629,27228,30808,22935,61678,2975
