Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18,Load_MW_z19,Load_MW_z20,Load_MW_z21,Load_MW_z22,Load_MW_z23,Load_MW_z24,Load_MW_z25,Load_MW_z26
,,,,,,,,3979,13619,13265,20462,38543,14271,23354,12678,23623,27427,22024,8712,8066,15384,13514,34152,38130,11068,11257,6879,17499,27087,28051,33462,19393,63742,3022
,,,,,,,,3980,13731,13364,20624,38007,14189,23344,12523,23623,26904,21641,8809,8134,15231,13560,34749,38436,11114,11152,6647,17508,27716,28096,33646,19496,64338,3063
,,,,,,,,3981,13795,13238,20447,37202,14242,23830,12718,23942,27042,21271,9191,8443,15514,13879,36349,39041,11031,11316,6653,17690,27601,28850,34643,20381,65584,3132
,,,,,,,,3982,14025,13243,20466,35869,14582,24598,12604,24395,27158,20945,9723,8901,16039,14277,38131,40140,11199,11697,6666,18060,26610,29119,34516,21197,67394,3227
,,,,,,,,3983,14471,13498,20869,34394,14672,24448,11823,24234,26103,20811,9550,8736,16346,13826,37583,39263,11402,11476,6497,17818,25444,28453,33373,22385,66565,3198
,,,,,,,,3984,14999,14251,22042,32821,13502,23722,11021,23712,24843,21155,8979,8248,15859,13039,35459,37062,11604,11060,6266,17300,24488,27582,31783,22805,64712,3124
,,,,,,,,3985,14988,14658,22679,31271,12025,22369,10144,22496,23473,20883,8254,7658,14875,12279,32826,34159,11314,10392,5935,16228,23247,26178,30112,22526,60796,2932
,,,,,,,,3986,14591,14128,21863,29484,11128,20968,9742,21565,21846,20106,7573,7116,13615,11621,30784,32123,10839,9787,5712,15449,22479,25007,28945,21146,57493,2762
,,,,,,,,3987,13654,13111,20282,27840,10368,19987,9469,20839,21236,18841,7022,6685,12797,10942,29039,30595,10315,9256,5533,14813,21584,23821,27371,19813,55063,2635
,,,,,,,,3988,12830,12223,18896,26794,9939,19019,9400,19896,20720,17659,6615,6356,12019,10458,27451,29395,9879,8715,5339,13957,21278,22737,26084,18941,52008,2473
,,,,,,,,3989,12264,11530,17818,26382,9522,18433,9585,19215,20787,17170,6283,6098,11315,10067,26117,28539,9632,8342,5239,13294,21033,21927,25360,17670,49949,2357
,,,,,,,,3990,11783,10847,16759,25565,9339,18159,9967,18751,21354,16867,6104,5979,11035,9852,25222,28379,9279,8199,5222,13010,20934,21389,24779,16558,48834,2285
,,,,,,,,3991,11334,10302,15905,24612,9246,17947,10336,18122,22534,16649,6253,6139,11046,9616,24763,27839,8965,8083,5197,12687,20134,20506,23510,15707,47677,2212
,,,,,,,,3992,11047,9949,15349,24472,10450,17974,10794,17444,23162,16686,6855,6737,11461,10099,25885,29026,8819,7965,5210,12230,20381,20326,23135,14741,45258,2088
,,,,,,,,3993,10724,9767,15058,25863,11895,18474,11405,17394,23923,17306,7454,7314,12094,10914,27453,30944,8517,7995,5259,12215,21671,21061,24064,14198,44996,2067
,,,,,,,,3994,10529,9705,14960,28076,12970,19465,12067,18246,25063,17776,7958,7804,12905,11665,29074,32969,8530,8337,5407,12673,22985,22578,25659,13948,46221,2114
,,,,,,,,3995,10749,10029,15461,29673,13643,20513,12502,19497,26267,18939,8278,8088,13620,12215,30210,34666,8714,8765,5603,13388,23970,24058,27220,14041,48591,2218
,,,,,,,,3996,11054,10645,16412,33005,14680,21680,12999,20166,27055,19837,8761,8448,14472,13002,32069,37034,9104,8953,5761,13895,26130,25820,29232,14235,49863,2280
,,,,,,,,3997,11472,11223,17299,35515,15263,23212,13568,22010,28492,20858,8987,8617,15355,13405,33284,38582,9352,9605,6058,14930,27301,27441,31228,14507,54045,2491
,,,,,,,,3998,11843,11666,17981,36293,15081,24039,13885,23304,29391,21635,9052,8668,16189,13538,33636,39739,9803,10164,6226,15834,27571,28531,32220,15547,57339,2657
,,,,,,,,3999,12436,12325,19006,36122,14862,24470,14087,23910,29654,23894,9054,8667,16740,13555,33462,40014,10137,10410,6218,16356,27434,28783,32683,16524,59705,2776
,,,,,,,,4000,12767,12519,19307,36444,14796,24722,14355,24075,29717,23293,9153,8696,17227,13655,33792,40535,10142,10522,6170,16714,27586,28995,33164,17207,61252,2855
,,,,,,,,4001,12965,12619,19461,36295,14781,25112,14473,24552,29750,22756,9215,8688,17718,13834,34133,40842,10037,10731,6199,17132,27379,29301,33505,17926,63516,2980
,,,,,,,,4002,13118,12690,19570,35362,14664,25047,14407,24361,29485,21916,9220,8588,17794,13740,34063,40729,9954,10688,6202,17138,26426,28883,32966,18713,63519,2993
,,,,,,,,4003,13413,12912,19919,34904,14350,24699,14285,23852,28786,21863,9044,8358,17591,13446,33733,40413,9963,10505,6070,16792,25684,28299,32320,19013,62566,2968
,,,,,,,,4004,13461,13031,20111,34505,14123,24711,14159,23710,28195,21581,9096,8382,17644,13535,34162,40681,10085,10445,5946,16645,26274,28303,32058,18970,62883,2997
,,,,,,,,4005,13527,12949,20001,34166,14031,25205,14385,24052,28429,21200,9345,8565,17880,13638,35360,41235,10159,10507,5929,16706,26285,29209,32960,19688,63849,3054
,,,,,,,,4006,13714,12980,20061,33378,14266,25888,14574,24422,28803,20801,9812,8965,18221,14028,37114,42446,10334,10771,6081,16959,25563,29512,33024,20403,65251,3130
,,,,,,,,4007,14116,13282,20534,32194,14372,25808,13958,24340,28143,20734,9625,8804,18449,13659,36789,41980,10560,10727,6072,16791,24619,29129,32101,21513,64901,3124
,,,,,,,,4008,14599,14125,21847,30778,13361,24976,13007,23875,27005,21057,9116,8386,17962,12894,35005,39642,10790,10431,5909,16232,23435,28234,30437,21898,63557,3072
,,,,,,,,4009,14709,14634,22642,29462,11873,23275,11823,22671,25363,20837,8613,7833,16573,11779,32088,35815,10655,9862,5661,15270,22031,26561,28354,21830,59720,2882
,,,,,,,,4010,14341,14307,22139,27865,11029,21480,11030,21281,23475,20020,7897,7273,15104,11122,30115,33434,10220,9062,5357,14152,21294,25255,27187,20599,54807,2638
,,,,,,,,4011,13416,13375,20684,26337,10079,20380,10392,20644,22514,18822,7312,6775,14184,10518,28057,31402,9632,8673,5157,13596,20128,24034,25563,19131,52085,2498
,,,,,,,,4012,12426,12145,18731,24925,9646,19179,9910,19523,21447,17129,6902,6439,13330,9957,26364,29565,9328,8194,4929,12888,19373,22674,24132,18053,48808,2328
,,,,,,,,4013,11908,11468,17677,24014,9294,18306,9751,18681,20916,16783,6530,6157,12530,9569,24855,28281,8984,7820,4781,12369,18573,21508,23114,16917,46288,2194
,,,,,,,,4014,11303,10978,16904,23125,9132,17734,9654,18062,20693,16376,6091,5804,12073,9089,23252,27537,8670,7632,4723,12075,18256,20633,22139,15830,44635,2098
,,,,,,,,4015,10898,10528,16198,23050,8738,17366,9695,17328,21073,16033,6011,5730,11782,8625,21995,26213,8467,7584,4666,11713,18031,19649,21057,14982,43545,2040
,,,,,,,,4016,10541,10138,15584,23131,9044,16949,9680,16599,21663,15740,6227,5889,11443,8545,21826,25535,8227,7498,4663,11408,17761,19108,20658,14020,41188,1918
,,,,,,,,4017,10218,9925,15250,24424,9955,17095,10093,16268,21931,15581,6724,6334,11497,9167,22949,26628,7988,7387,4609,11290,18358,19105,20987,13445,40930,1897
,,,,,,,,4018,9879,9413,14456,25229,10846,17600,10503,16936,22690,15611,7126,6685,11841,9650,23870,27736,7800,7532,4628,11736,18550,19595,21531,13046,41799,1929
,,,,,,,,4019,9849,9409,14452,26106,11770,18222,10775,17477,23056,16332,7596,7098,12469,10370,25283,29524,7838,7715,4669,12092,19566,20360,22581,12996,43035,1978
,,,,,,,,4020,9990,9627,14787,28522,12661,19159,11160,18016,23660,17218,8059,7484,13159,11046,26478,31621,7965,7919,4775,12543,21074,21553,24141,12978,44102,2027
,,,,,,,,4021,10105,9930,15252,32393,13215,20832,11807,19384,24577,17728,8563,7873,14224,11838,28346,34436,8215,8441,4945,13368,23441,23604,26524,13205,47337,2188
,,,,,,,,4022,10407,10374,15937,34431,13236,22354,12243,21220,25975,18499,8759,8024,15212,12019,28894,35914,8459,9238,5263,14409,24270,25348,28217,14256,50944,2377
,,,,,,,,4023,10972,11065,17007,35927,13426,23385,12627,22060,26532,19802,9050,8251,15908,12403,29726,37331,8897,9729,5470,14989,25513,26370,29603,15347,53865,2533
,,,,,,,,4024,11591,11811,18166,36952,13361,24229,12966,22982,27233,20894,9168,8344,16490,12572,29978,37993,9017,10220,5729,15633,25855,27051,30828,16538,56744,2685
,,,,,,,,4025,12023,12248,18843,36361,13230,24600,13035,23693,27594,21417,9244,8400,17108,12625,30144,38097,9228,10535,5862,16122,25484,27450,31211,17685,59218,2820
,,,,,,,,4026,12606,12871,19809,35247,13217,24527,12979,23622,27463,22110,9272,8377,17405,12565,30356,38046,9304,10525,5888,16164,24755,27383,30991,18783,59683,2850
,,,,,,,,4027,13076,13307,20485,35418,13225,24664,13177,23265,27145,22080,9270,8339,17566,12583,30857,38470,9365,10460,5865,15909,24687,27395,30725,19122,59196,2841
,,,,,,,,4028,13247,13504,20795,35705,13009,24975,13301,23558,27071,21772,9135,8224,17711,12583,31514,38745,9814,10645,5888,16085,25042,27637,30597,19018,60075,2892
,,,,,,,,4029,13452,13629,21005,35571,12886,25544,13679,23780,27057,21505,9202,8274,18101,12956,33265,39653,10048,10739,5890,16243,25361,28406,31592,19858,60946,2942
,,,,,,,,4030,13952,13895,21426,34397,12829,26053,13667,24247,27449,21437,9177,8267,18412,13026,34633,40206,10130,11113,6019,16620,24188,28709,31407,20664,62775,3034
,,,,,,,,4031,14493,14189,21882,33091,12754,25638,13059,23804,26361,21075,8845,7999,18103,12692,34415,39746,10403,10964,5917,16245,23165,28100,30298,21702,61509,2982
,,,,,,,,4032,15082,15100,23292,31446,12347,24939,12279,23353,25105,21163,8383,7666,17689,12348,33618,38197,10346,10693,5753,15775,22679,27598,29187,21972,60067,2920
,,,,,,,,4033,15136,15447,23834,30403,11463,23974,11751,22460,24098,20520,7796,7212,16537,11681,31734,36351,10025,10200,5625,15067,22179,26647,28004,21778,56992,2764
,,,,,,,,4034,14886,15130,23355,28738,10493,22980,11240,21795,23415,19743,7251,6788,15609,10927,29271,33990,9950,9681,5380,14549,21052,25601,26883,20584,54620,2641
,,,,,,,,4035,14252,14389,22212,27237,10110,22033,10810,20962,22408,19204,7081,6607,14816,10539,27863,32656,9505,9181,5134,14005,20399,24408,25506,19376,51841,2497
,,,,,,,,4036,13460,13363,20619,25581,9751,21039,10337,20259,21659,18433,6797,6361,14175,10008,26268,30988,9265,8770,4974,13463,19453,23140,24132,18785,49483,2376
,,,,,,,,4037,12798,12420,19153,23729,9205,19738,9946,19230,20922,17341,6439,6090,13144,9384,24305,28914,9156,8273,4782,12794,18022,21613,22794,17583,46681,2227
,,,,,,,,4038,12237,11773,18144,22229,8879,18380,9426,18124,20025,17227,6120,5822,12341,8694,22364,27094,8908,7786,4598,12218,17124,20011,20966,16533,43889,2074
,,,,,,,,4039,11562,10987,16917,22235,8448,17091,9237,16750,19477,16660,5881,5603,11315,8232,21002,25471,8638,7311,4493,11436,17304,18687,19651,15432,40732,1908
,,,,,,,,4040,10838,10362,15939,22289,8487,16417,9134,16058,19936,15643,5912,5591,10757,8175,20640,24538,8411,7218,4461,11102,17210,18259,19458,14501,38738,1802
,,,,,,,,4041,10125,9872,15175,23603,9128,16324,9363,15876,20228,15106,6259,5897,10631,8737,21416,25378,8058,7282,4407,11223,17795,18428,20076,13837,39117,1811
,,,,,,,,4042,9706,9248,14209,24308,9891,16594,9597,16388,20993,15164,6560,6155,11023,9148,22073,25958,7682,7526,4507,11696,18048,18800,20709,13313,40396,1861
,,,,,,,,4043,9603,9041,13892,25149,10732,16940,9784,16883,21450,15874,6932,6480,11521,9753,23284,27137,7686,7729,4638,12065,19219,19414,21717,13348,41655,1911
,,,,,,,,4044,9744,9270,14242,27468,11542,17744,10060,17425,22117,16795,7335,6815,12123,10411,24488,28943,7868,8008,4820,12504,20837,20564,23378,13549,43104,1976
,,,,,,,,4045,9882,9550,14672,31324,12130,19174,10464,18877,22938,17375,7809,7177,12970,11182,26046,31252,8218,8560,5154,13441,23275,22618,25990,13715,46626,2146
,,,,,,,,4046,10231,10051,15443,33175,12247,20595,10707,20749,23952,18156,7974,7298,13696,11377,26493,32381,8683,9324,5594,14482,24194,24331,27931,14889,50511,2347
,,,,,,,,4047,10940,10732,16496,34697,12481,21507,11037,21745,24434,19344,8225,7485,14161,11762,27118,33534,9224,9843,5862,15141,25359,25311,29316,16144,53417,2501
,,,,,,,,4048,11737,11552,17770,35828,12476,22355,11556,22546,25226,20380,8333,7564,14745,11919,27298,34150,9494,10329,6145,15731,25649,26064,30507,17440,55881,2634
,,,,,,,,4049,12266,12174,18732,35327,12420,22833,11816,23246,25726,20830,8420,7625,15375,12018,27692,34323,10003,10730,6322,16251,25353,26346,30949,18583,57556,2733
,,,,,,,,4050,12950,12813,19722,34450,12515,22907,11927,23136,25835,21422,8546,7683,15628,12030,28251,34499,10454,10810,6363,16341,24856,26325,30822,19764,57673,2749
,,,,,,,,4051,13390,13240,20383,34837,12642,23138,12077,22933,25742,21305,8578,7671,15779,12053,28831,34931,10724,10773,6380,16238,24826,26365,30632,19983,57643,2763
,,,,,,,,4052,13495,13420,20666,35537,12549,23575,12265,23193,25693,20967,8597,7686,15989,12158,29708,35485,11079,10987,6474,16378,25311,26665,30682,19889,58725,2827
,,,,,,,,4053,13766,13502,20809,35410,12705,24216,12632,23655,26110,20840,8915,7964,16320,12572,31690,36695,11356,11185,6586,16535,25583,27446,31743,20780,59783,2882
,,,,,,,,4054,14269,13673,21084,34165,12808,24895,12713,24128,26830,20778,9091,8133,16649,12624,32912,37414,11580,11723,6806,16918,24342,27565,31381,21827,61165,2950
,,,,,,,,4055,14819,13822,21318,32659,12750,24674,12245,23522,25762,20592,8808,7905,16683,12294,32528,37127,11989,11619,6751,16545,23598,26971,30150,23191,59773,2891
,,,,,,,,4056,15426,14289,22047,31089,12181,24200,11754,22913,24589,20798,8376,7592,16381,12071,31947,36331,12142,11369,6602,15892,23464,26550,29137,23686,57635,2795
,,,,,,,,4057,15522,14279,22039,30465,11322,23844,11616,22196,24094,20038,7703,7235,15904,11794,31366,35766,11933,11036,6455,15259,23454,26095,28347,23796,54973,2663
,,,,,,,,4058,15344,13905,21472,28876,10345,23065,11315,22041,23222,19198,7174,6814,15031,11039,29082,33856,11732,10765,6284,15062,22341,25336,27486,22737,54320,2618
,,,,,,,,4059,14803,13456,20783,27636,10118,22309,11059,21204,22451,18631,6992,6661,14412,10849,28230,33298,11243,10248,6046,14505,22118,24531,26472,21556,52234,2508
,,,,,,,,4060,14191,12854,19883,26558,9853,21705,10785,20748,22256,18204,6705,6427,13939,10377,26795,32166,10780,9912,5934,14094,21863,23731,25426,20830,50776,2429
,,,,,,,,4061,13445,12086,18686,25660,9338,20948,10733,20001,22321,17196,6361,6167,13331,9849,25186,30675,10464,9517,5824,13632,21373,22556,24547,19463,48813,2317
,,,,,,,,4062,12952,11619,17962,24421,9085,20231,10624,19250,22747,17432,6132,6022,12903,9471,23660,29715,10105,9244,5767,13322,20883,21561,23555,18348,47279,2220
,,,,,,,,4063,12357,11101,17149,23781,9114,19762,10953,18329,24158,17164,6296,6188,12783,9305,23925,29500,9644,8970,5796,12863,20322,20629,22519,17331,45212,2094
,,,,,,,,4064,11781,10626,16401,23722,10346,19929,11369,17683,25024,16746,6888,6775,13379,9836,25669,30540,9411,9023,5879,12587,20706,20740,22488,16314,43421,1999
,,,,,,,,4065,11276,10234,15782,25405,11820,20481,11950,17788,25905,16959,7487,7351,14009,10622,27457,32208,9185,9184,5958,12875,22218,21490,23608,15446,43757,2005
,,,,,,,,4066,11123,9979,15385,27522,12869,21268,12586,18641,27095,17444,8006,7855,14764,11460,29204,34071,9169,9455,6137,13501,24092,22977,25487,15207,45607,2082
,,,,,,,,4067,11427,10399,16032,29339,13498,22173,13117,19836,28543,18521,8321,8133,15535,12026,30441,35869,9390,9888,6392,14344,25509,24543,27445,15230,48412,2206
,,,,,,,,4068,11866,10903,16809,32621,14717,23464,13596,20430,29369,19705,8865,8555,16477,12948,32671,38787,9898,10133,6513,14767,28004,26200,29500,15645,50208,2292
,,,,,,,,4069,12216,11395,17563,35537,15368,25171,14006,22171,30744,20787,9135,8774,17591,13389,33705,40795,10265,10954,7019,15839,29531,27920,31790,16064,54511,2509
,,,,,,,,4070,12527,11877,18306,36606,15106,26245,14221,23488,31763,21621,9206,8848,18479,13594,33891,41962,10916,11580,7378,16751,30037,28919,33046,17311,57983,2684
,,,,,,,,4071,13186,12690,19567,37092,14851,26852,14413,23973,32226,23813,9182,8845,19165,13566,33540,42243,11331,12022,7573,17212,29963,29211,33643,18286,60229,2797
,,,,,,,,4072,13567,13083,20175,37991,14758,27267,14822,23897,32568,23800,9284,8888,19644,13621,33497,42702,11587,12222,7664,17479,30188,29545,34155,19216,61660,2869
,,,,,,,,4073,13835,13325,20549,38065,14708,27675,15092,24442,32949,23343,9393,8941,20171,13782,33654,42740,11868,12544,7767,17887,30095,29893,34633,19705,63852,2990
,,,,,,,,4074,13950,13502,20823,37489,14613,27498,15156,24345,32849,22469,9370,8833,20218,13693,33457,42331,12213,12443,7763,17856,29373,29736,34272,20491,63958,3008
,,,,,,,,4075,14180,13814,21313,37428,14408,27433,15105,24052,32357,22398,9148,8583,20081,13525,32783,42261,12436,12187,7720,17574,28773,29357,33847,20702,63141,2985
,,,,,,,,4076,14076,13961,21548,37513,14296,27695,15060,24067,32071,22011,9025,8468,20405,13622,32885,42676,12649,12215,7745,17510,29240,29542,33839,20756,63183,2998
,,,,,,,,4077,14069,13876,21435,37157,14288,28392,15426,24542,32434,21677,9110,8521,20881,13854,33809,43460,12834,12434,7863,17645,29140,30343,34769,21605,63823,3036
,,,,,,,,4078,14315,13907,21496,35915,14630,29298,15611,24976,32984,21268,9230,8630,21523,13958,34263,44360,12945,12923,8101,18036,28252,30642,34498,22767,65175,3107
,,,,,,,,4079,14797,14076,21767,34403,14620,29194,15051,24888,32215,21144,8786,8238,21773,13349,32760,43374,13354,12871,8113,17840,27337,30041,33373,24040,64263,3074
,,,,,,,,4080,15354,14700,22741,32565,13398,28184,14153,24410,30775,21320,8112,7656,21111,12363,30573,40744,13623,12574,7962,17237,26200,29028,31865,24684,62353,2998
,,,,,,,,4081,15573,15098,23366,30910,11986,26429,12853,23267,28829,20921,7202,6857,19505,10679,26747,37342,13474,11856,7553,16175,24681,27576,29961,24767,58719,2822
,,,,,,,,4082,15265,14649,22674,29135,11260,24825,12279,22337,27042,20159,6916,6642,17912,10383,26059,35555,12663,11204,7153,15419,23588,26397,28601,23376,55963,2678
,,,,,,,,4083,14509,13660,21136,27318,10281,23597,11688,21672,25765,19098,6624,6411,16870,10116,25163,33941,12026,10583,6834,14906,22465,25134,27023,22007,53825,2568
,,,,,,,,4084,13750,12792,19779,26131,9873,22431,11376,20775,24677,17662,6439,6258,15840,9890,24550,32524,11438,9970,6526,14242,21989,24016,25740,20911,51240,2429
,,,,,,,,4085,13072,11995,18540,25690,9525,21671,11487,20021,24243,17161,6316,6167,15061,9714,24121,31590,10881,9549,6330,13813,21857,23066,24961,19326,49329,2321
,,,,,,,,4086,12414,11117,17178,25126,9366,21241,12021,19531,24547,16720,6547,6369,14505,10299,25711,31624,10320,9394,6274,13662,22228,22386,24399,17985,48550,2265
,,,,,,,,4087,11910,10477,16177,24360,9323,20877,12372,19022,25694,16507,6632,6489,14312,9943,25527,31064,9889,9274,6283,13493,21475,21459,23349,16914,47611,2201
,,,,,,,,4088,11503,10131,15631,24045,10519,20818,12735,18372,26149,16583,7168,7028,14578,10171,26579,31827,9547,9281,6292,13131,21829,21394,23115,15795,45754,2105
,,,,,,,,4089,11094,10051,15498,25631,12006,21192,13258,18327,26765,17209,7664,7507,15070,10610,27837,33421,9186,9353,6267,13220,23325,22145,24188,15236,45590,2088
,,,,,,,,4090,10868,9820,15139,27656,13046,21953,13930,19033,27731,17638,8059,7892,15642,11466,29065,35458,9278,9565,6324,13706,25374,23560,26100,14821,46995,2145
,,,,,,,,4091,10997,10076,15536,29007,13664,22789,14367,20121,28995,18859,8321,8114,16262,12119,30153,37257,9543,9981,6385,14386,26792,24914,27935,14904,49429,2253
,,,,,,,,4092,11343,10571,16298,32100,14807,24055,15223,20668,29977,20049,8830,8495,17003,13392,32355,40504,9974,10181,6544,14735,29800,26685,30214,15132,50438,2304
,,,,,,,,4093,11598,11058,17045,34687,15458,25832,16061,22405,31927,21149,8996,8594,18266,14256,33567,42697,10236,10933,7053,15693,31494,28322,32411,15339,54062,2491
,,,,,,,,4094,11860,11435,17626,35150,15274,26812,16628,23538,33215,21937,9080,8648,19264,14813,34208,44028,10732,11442,7401,16448,32142,29423,33628,16471,56953,2639
,,,,,,,,4095,12481,12204,18821,35148,15093,27402,16981,24008,33987,24153,9104,8658,20152,15169,34473,44681,11153,11772,7604,16890,32116,29774,34195,17510,58297,2709
,,,,,,,,4096,12843,12562,19376,35614,15041,27733,17316,24287,34382,23592,9252,8719,20603,15620,35205,45519,11419,11899,7636,17130,32464,30188,34796,18225,58858,2741
,,,,,,,,4097,13103,12741,19652,35466,14996,28196,17329,24952,34901,22997,9288,8669,21071,15809,35886,45979,11783,12217,7777,17505,32221,30672,35288,18766,59647,2797
,,,,,,,,4098,13300,12900,19895,34943,14928,27998,17353,24750,34923,22055,9351,8592,21005,15688,36322,45867,12133,12127,7762,17438,31358,30476,34836,19758,58940,2778
,,,,,,,,4099,13588,13230,20411,35327,14763,27966,17623,24292,34559,22026,9417,8565,20929,15902,36936,46587,12268,11865,7700,17173,30916,30158,34427,19974,58264,2762
,,,,,,,,4100,13661,13482,20809,35821,14724,28261,17927,24353,34392,21619,9652,8743,21150,16345,38276,47495,12384,11888,7746,17216,31557,30308,34475,19944,58789,2796
,,,,,,,,4101,13684,13598,21004,35442,14857,28838,18280,24812,34623,21329,10329,9310,21405,16695,40429,48451,12294,12090,7860,17440,31603,31176,35369,20860,59902,2854
,,,,,,,,4102,14015,13786,21305,34564,15307,29759,18541,25216,35150,20948,11237,10092,21898,17161,43138,49793,12461,12597,8047,17846,30698,31411,35179,21834,61263,2923
,,,,,,,,4103,14532,14079,21767,33507,15348,29667,17747,25071,34182,20858,11303,10122,22234,16925,43424,49112,12768,12582,8022,17632,29827,30849,34022,22937,60522,2895
,,,,,,,,4104,15078,14781,22861,31980,14177,28650,16450,24598,32636,21117,10764,9675,21557,15814,41228,45976,12986,12328,7814,17112,28483,29923,32492,23352,58887,2829
,,,,,,,,4105,15144,15108,23375,30675,11785,26994,15207,23264,30331,20901,9399,8473,19995,14490,36934,42379,12740,11692,7413,16146,26850,28303,30434,23316,55590,2669
,,,,,,,,4106,14796,14506,22448,29206,11287,25504,14190,22320,28500,20207,8744,7998,18997,13684,34787,39706,11950,11052,7097,15295,25430,26973,28983,21959,53136,2541
,,,,,,,,4107,13995,13468,20832,27713,10642,24202,13358,21590,27221,19090,8027,7467,17846,12966,32842,37514,11454,10480,6842,14761,24192,25512,27313,20509,51618,2461
,,,,,,,,4108,13005,12385,19145,26830,10334,22883,12821,20585,25980,17754,7650,7192,16667,12303,30914,35642,10794,9850,6565,14090,23526,24126,25957,19455,49543,2347
,,,,,,,,4109,12451,11783,18208,26522,10005,22176,12658,19821,25578,17272,7337,6976,15724,11907,29521,34161,10242,9503,6404,13697,23325,23213,25212,18169,47823,2249
,,,,,,,,4110,11911,11118,17177,25629,10159,21590,12684,19338,25916,16958,7824,7366,15149,11635,30048,33479,9780,9385,6376,13571,23427,22558,24762,16981,47373,2209
,,,,,,,,4111,11485,10632,16415,24323,9922,21042,12933,18646,26882,16830,7666,7284,14502,11042,28965,32508,9433,9346,6292,13393,22849,21646,23612,16109,46921,2168
,,,,,,,,4112,11162,10317,15916,23493,10891,20970,13223,17952,27519,16890,7978,7625,14776,11258,29806,33076,8950,9277,6287,13021,23282,21565,23429,15288,45118,2074
,,,,,,,,4113,11021,10066,15520,24370,12438,21319,13639,18018,28040,17426,8381,8034,15210,11868,31042,34790,8646,9301,6249,13139,24886,22177,24371,14722,44877,2054
,,,,,,,,4114,10803,9736,15010,25998,13784,22110,14328,18955,28913,17705,8933,8586,15881,12673,32896,36963,8690,9444,6297,13568,26829,23682,26282,14295,46210,2109
,,,,,,,,4115,10976,10008,15430,27265,14833,22999,14751,20153,29818,18718,9283,8886,16543,13380,34672,38884,8827,9732,6475,14248,28241,25129,28120,14462,48746,2221
,,,,,,,,4116,11315,10644,16410,30206,16357,24103,15520,20623,30302,19644,10154,9586,17228,14743,38727,42139,9186,9880,6683,14531,31119,26807,30522,14755,50217,2293
,,,,,,,,4117,11641,11224,17299,32496,17433,25736,16380,22407,31707,20622,10958,10216,18220,15619,41241,44364,9341,10626,7029,15542,32766,28569,32849,15121,53876,2481
,,,,,,,,4118,11909,11821,18219,33301,17861,26768,16961,23635,32569,21357,11563,10670,19163,16262,43240,45944,9818,11153,7172,16299,33507,29648,33958,16252,56274,2609
,,,,,,,,4119,12488,12653,19509,32871,18113,27311,17298,24242,32976,23491,11789,10814,19845,16610,44445,46454,9955,11457,7099,16742,33536,30064,34497,17383,57680,2682
,,,,,,,,4120,12865,13059,20139,33084,18416,27641,17618,24542,32879,23213,12322,11160,20211,17048,46401,47426,10109,11580,7034,17064,33980,30484,35129,18256,58771,2739
,,,,,,,,4121,13111,13329,20554,32734,18642,28077,17536,25215,32817,22769,12480,11201,20749,17200,47076,47722,10226,11870,7056,17504,33666,30890,35492,18898,60629,2844
,,,,,,,,4122,13356,13533,20868,32197,18801,27975,17612,25138,32731,22137,12653,11211,20869,17226,47544,47763,10437,11809,6983,17517,32954,30788,35053,19836,60698,2860
,,,,,,,,4123,13698,13895,21432,32708,19040,27963,17828,24869,32167,22210,13127,11542,20724,17569,48868,48572,10589,11553,6744,17339,32563,30516,34776,20065,59480,2818
,,,,,,,,4124,13814,14158,21848,33353,19484,28204,17989,24751,31835,22095,13522,11851,20935,17997,50582,49585,10516,11546,6578,17334,33240,30780,34841,20024,59526,2829
,,,,,,,,4125,13832,14195,21923,33130,19873,28844,18254,25030,32043,21851,14128,12325,21333,18451,52619,50559,10429,11820,6532,17475,33362,31642,35674,20881,60472,2880
,,,,,,,,4126,13997,14291,22084,32368,20334,29517,18408,25395,32252,21526,14661,12748,21670,18933,54470,51824,10477,12214,6598,17850,32423,31992,35485,21790,62144,2966
,,,,,,,,4127,14461,14529,22460,31246,20445,29344,17704,25242,31307,21488,14538,12623,21889,18553,53841,51096,10842,12114,6441,17586,31502,31485,34391,22961,61386,2939
,,,,,,,,4128,14875,15124,23392,29942,18958,28285,16198,24568,29892,21763,13620,11881,21196,17461,50859,47977,11028,11786,6215,16961,29893,30408,32636,23431,59442,2859
,,,,,,,,4129,14930,15404,23835,28984,16905,26590,15013,23239,27951,21350,12508,10955,19611,16239,47053,44216,10755,11112,5958,15954,28321,28794,30638,23411,55991,2692
,,,,,,,,4130,14517,14870,23011,27961,15771,24928,13979,22261,26723,20537,11710,10348,18312,15234,44085,41293,10233,10544,5759,15181,26922,27395,29290,22066,53203,2548
,,,,,,,,4131,13702,13729,21238,26632,14960,23693,13153,21501,25655,19297,11186,9962,17356,14444,41773,39172,9623,10022,5573,14563,25533,26066,27662,20661,51259,2447
